Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-03-30,Nightcrawler,2014,https://boxd.it/9ghhyT,5,Yes,"Last night I had the opportunity to see the Broadway adaptation of Othello with Denzel Washington and Jake Gyllenhaal. They’re both two of my favorite actors, but especially Gyllenhaal since seeing this film in theaters over ten years ago. The play was set in the near future, trading the Venetian plate armor and robes for uniforms similar to the American military. Despite the modern sensibilities, the dialogue is all from the original play with Shakespearean English. While hard to follow at times, the acting is so good it helped me understand what was happening and how each scene fit into the play as a whole. Since graduating high school, I’ve grown to appreciate many of Shakespeare’s works and getting to see them acted out on stage has changed how I see these plays.

The entire supporting cast was great, and Emilia and Rodrigo were the standouts for me. As expected, Denzel and Gyllenhaal are on another level. For both of them, it seems as though acting comes as easily to them as breathing, and it was a privilege getting to see them act in person. Gyllenhaal’s multiple asides and monologues were the highlight of the play for me. To end the night, I was able to thank Jake Gyllenhaal for his performance and even got him to sign my Playbill. I will be thinking about this performance for years to come.",,2025-03-29
2025-04-03,Delgo,2008,https://boxd.it/9iYNC3,0.5,,"Rest in peace, Val Kilmer.",,2025-04-03
2025-04-04,A Minecraft Movie,2025,https://boxd.it/9jr1lh,2.5,,"So absurd and fun to watch in a crowd. On one hand, there are some deep cuts for people that have been playing the game since it was created. However, as an actual film it feels like brainrot incarnate. While I am normally a Jack Black defender, his presence in this is probably the worst part of the movie.",,2025-04-03
2025-04-07,Hell of a Summer,2023,https://boxd.it/9lh0eH,3,,"Funny and entertaining, but infuriating as a slasher film. All of the kills are uninspired or happen off-screen, and the killer reveal was obvious from a mile away.",,2025-04-06
2025-04-10,The Luckiest Man in America,2024,https://boxd.it/9mzEE1,4,,Entertaining period piece with a quick runtime that doesn’t drag on any longer than it needs.,,2025-04-08
2025-04-12,Warfare,2025,https://boxd.it/9nv6q1,4.5,,"A lot more limited in scope than other war films, almost entirely taking place in one room. This film is set apart by its impeccable sound design and raw action. I disagree with the notion that this film glorifies war or is testosterone-driven military propaganda. If anything, this film takes an anti-war stance that demonstrates the uselessness of our occupation in the Middle East.",,2025-04-10
2025-04-13,The Amateur,2025,https://boxd.it/9oytVh,3,,"A globetrotting spy thriller that is over-reliant on its source material. Every shot and movement feels as though it was translated literally from the novel from which this is adapted. As a result, there is no breathing room for this film to grow into an adaptation that can stand on its own. This is to say that even when the cat-and-mouse chase is down to the wire, I don’t feel any actual tension within the narrative or the action. There are many characters that come and go on a whim and, while they may have been fleshed out on paper, their inclusion bloats the film unnecessarily. Despite these negatives, I can envision a strong thriller underlying this end product.",,2025-04-12
2025-04-14,Drop,2025,https://boxd.it/9p9mlF,3.5,,"At least they’re self aware about it, but this has to be the craziest first date ever from Henry’s perspective.",,2025-04-13
2025-04-15,Sacramento,2024,https://boxd.it/9pJ9lz,3.5,,"Honestly, ninety percent of the reason I went to go see this is because it was directed by Will Stronghold from Sky High. I really liked the vibes from this movie, even if it had some confusing narrative choices here and there. This feels like a movie I would appreciate a lot more if I was just a little bit older.",,2025-04-14
2025-04-17,The Happening,2008,https://boxd.it/9qP3s1,2,,"""The Wind That Makes You Kill Yourself"" from this movie should star in a film with ""The Wind That Makes You Cheat On Your Spouse"" from Challengers.",,2025-04-16
2025-04-18,Sinners,2025,https://boxd.it/9rp8sn,5,,"One of the main reasons I love watching movies so much is because I’m always looking for my next hit. In each film I watch, I seek out the rush of experiencing something new for the first time. Only once or twice a year do I gain a sense of pure euphoria—and this film did that for me.

It may be a little too early to call, but this might just be movie of the year for me.

This film had me absolutely locked in from start to finish. The worldbuilding is immaculate. The characters and their costuming are perfection. Ludwig Goransson continues to elevate his craft to unholy levels …and his music was electric. I’m definitely going to be trying to catch this in IMAX before it leaves theaters.",,2025-04-17
2025-04-20,COLORFUL STAGE! The Movie: A Miku Who Can't Sing,2025,https://boxd.it/9sx2ll,3.5,,They released this on Easter weekend because Hatsune Miku is literally Jesus Christ.,,2025-04-19
2025-04-21,The Wedding Banquet,2025,https://boxd.it/9tuBLB,2.5,,"The acting is fine, but this film tries way too hard to be a tearjerker and it never truly succeeds at doing so.",,2025-04-20
2025-04-25,The Accountant²,2025,https://boxd.it/9vN83r,3,,I like that Christian Wolff’s “guy in the chair” is half a dozen nonverbal savants. Also that he has aut-rizz-m.,,2025-04-24
2025-04-26,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/9wjZ1n,5,Yes,"Twenty years have passed since the most consequential entry to the Skywalker Saga was released, and today marks the first time I got to experience this in theaters. There’s a lot to criticize about this as a film, but from a narrative point of view this is one of the strongest chapters in Star Wars. The fall of the Republic, the birth of Darth Vader, and the rise of the Galactic Empire are all watershed moments that are necessary to connect both the Prequel and Original trilogies. However, The Clone Wars and other various pieces of media have elevated this into a heroic tragedy when taking into account everything leading up to the events of this film. Most of all, this film simply reminds me just how much there is to love about Star Wars.",,2025-04-24
2025-04-27,Sinners,2025,https://boxd.it/9wStAF,5,Yes,"A movie about the Choctaw vampire hunters is not a want, it’s a need.",,2025-04-26
2025-04-27,Challengers,2024,https://boxd.it/9x4scB,5,Yes,Had to give this a rewatch since this came out one year ago today.,,2025-04-26
2025-05-03,Thunderbolts*,2025,https://boxd.it/9Aq201,3,,"Unexpectedly disappointing. The main problem for me was that I just wasn't invested in any of the characters arcs throughout the film, despite loving where they were headed from previous films. The only part of this movie I consistently enjoyed was The Sentry, whose inclusion was handled well and demonstrated his powers effectively. I felt the themes of mental health, while a nice inclusion, were executed heavy handedly and explored much better in Jake Schreier's previous work, Beef. This movie also frustrated me from an overall plot perspective. It took Sentry only a day or two to be fully trained? How does Valentina have access to all of these vast resources when she is under intense scrutiny from the government? Regardless, I liked the ending, and I'm still excited to see this team when they show up in Doomsday, but unfortunately I didn't love this movie as much as I'd hoped.",,2025-05-01
2025-05-03,A Normal Family,2023,https://boxd.it/9AqpNZ,4.5,,"This took it's time to get cooking, but I thought this was a fascinating character study of familial dynamics and moral arbitration. I was also impressed by the fact that the crux of the film isn't introduced until about halfway through the movie.",,2025-05-02
2025-05-10,Rogue One: A Star Wars Story,2016,https://boxd.it/9EpuSJ,4.5,Yes,"When I first saw this movie in theaters almost ten years ago, I liked it, but it was just alright in my eyes. I liked the cast of characters, but considering their fate at the end of this movie, it was hard to be too attached to them. Then, after almost everyone had moved past this film, they announced an Andor show. I thought “Really, they couldn’t think of anything better to make content out of?” the same way I did when they announced a movie about how the Rebels obtained the Death Star plans.

Clearly, I’m not a great at judging a book by its cover, because Andor is definitively the best Star Wars show to date. They’ve taken what whom originally felt like a Han Solo knockoff and turned Cassian Andor into a charged vessel for the political unrest of the era. This movie already does a great job highlighting how miraculous the Rebel victory is in A New Hope, but now knowing more about the five years of scheming leading up to this film uplifts and adds weight to the events that take place.

I’m incredibly excited to see how Andor ends next week. Also, this film is a gift for giving us the diva that is Director Orson Krennic.",,2025-05-08
2025-05-15,Ma,2019,https://boxd.it/9HmviD,3.5,Yes,One of the funniest horror movies I’ve seen. I would never let Ma drink alone.,,2025-05-14
2025-05-17,Final Destination Bloodlines,2025,https://boxd.it/9I54K1,4.5,,"There are a lot of creativity and subversion with the death scenes, but the kills in this movie are so grotesque that I’m not sure I want to rewatch this. By the same coin, I want to go back and rewatch the rest of these, even though I didn’t love the original film.",,2025-05-15
2025-05-25,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9MR8lL,5,,"The final banger. This movie loses any sense of being grounded in reality that the earlier films had. This movie ups the ante to the most impossible levels, but it’s just so entertaining that it doesn’t really matter. As a fan of the franchise, this movie is a perfect ending, tying in details from every other film preceding it. It also serves as an amazing ending for Ethan Hunt (whom I learned I share a birthday with during this watch), although I know Tom Cruise will want to keep it going in some way. 

The only thing this film is missing is a cohesive team shouting in Ethan’s ear while he’s performing his stunts. It makes sense given the context of both the film and the stunts themselves. However, without the active communication aspect that is critical to the essence of these films, it makes this movie just slightly hollow compared to the rest.

There’s a lot more that can be said about this film, and especially how the action always raises the bar for the rest of the industry. This review would not be complete without honoring the backbone of these films: Luther Stickell. Not only does he always have Ethan’s back, but most of these missions would truly be impossible without him—his skill is beyond compare. These films just wouldn’t be these same without my goat Phineas Phreak.",,2025-05-22
2025-05-31,Karate Kid: Legends,2025,https://boxd.it/9QMx5f,4.5,,"After Cobra Kai, this film feels like a step in a refreshing new direction. There is not a single wasted minute in this film, and it moves with purpose and efficiency. The direction is electric and I really appreciated many of the stylistic choices. There are a lot of aspects and plot points that can probably be nitpicked, but I feel that not getting caught up on extraneous details is this films greatest strength. This film leans into style over substance, and I think it pays off where most other similar films fail. It was awesome seeing the branches of Miyagi-do and Han Kung Fu intersect and I really hope this film succeeds enough to warrant a follow up in some way.",,2025-05-29
2025-05-31,Tornado,2025,https://boxd.it/9QSVcL,3,,"Was hoping for a film with a bit of a grander scale than this offers. There’s a lot to like about this, particularly the homages to classic samurai movies, but it feels muddled by its overall pacing and presentation.",,2025-05-30
2025-06-01,Caught by the Tides,2024,https://boxd.it/9RT6jd,3.5,,"I don’t have a lot of experience with these types of films, but the only word that came to mind was ‘esoteric.’ I liked the differences between the past and present, but also seeing what has ultimately remained the same.",,2025-05-30
2025-06-01,Friendship,2024,https://boxd.it/9RTeoP,4.5,,"I’m on the edge of life, and the view is gorgeous.",,2025-05-31
2025-06-05,Bring Her Back,2025,https://boxd.it/9UjAeR,4,,The systematic use of manipulation tactics is deeply unsettling.,,2025-06-04
2025-06-09,The Phoenician Scheme,2025,https://boxd.it/9Wwm0b,3.5,,Michael Cera and Benedict Cumberbatch made this film for me. The ending is low key the same as the seminal 2003 film The Cat in the Hat.,,2025-06-07
2025-06-10,Big Deal,2025,https://boxd.it/9Xu2yd,4.5,,"I can always appreciate a great financial drama. This felt like The Big Short in all the best ways (and it didn’t hurt that there’s an actor that ties them both together). The last couple of scenes paired with the final line of text in the epilogue are what are really going to make this film stick with me. Not only does this movie work great as a period piece, but I love that this doubles as a microcosm for contemporary human nature.",,2025-06-09
2025-06-10,Pokémon: The Rise of Darkrai,2007,https://boxd.it/9Xw3r7,5,Yes,"This is the best Pokemon movie, and it’s not even close. No, you can’t change my mind. No, I’m not biased if this was the generation that I grew up with the most.",,2025-06-09
2025-06-12,Superman,1978,https://boxd.it/9YErNV,4,Yes,"The road to Superman (2025) begins now. There is exactly one month until the new movie finally releases after much anticipation. My goal is to watch every live-action Superman film, and as many Superman-adjacent animated movies as I can before then. 

I used to not fully appreciate this character. As I got into comics, I read a few starter graphic novels like Kingdom Come and Red Son. I liked what I was reading, but there wasn’t enough gravity pulling me towards more in the same way as Batman. It didn’t help that there wasn’t any great mainstream Superman media at the time and I was left with the impression that he was simply a boring character. 

My dad showed me this movie around the same time I was getting into comics. I liked it, but wasn’t impressed with the visual effects as they compared to the superhero media I grew up with like Spider-Man and The Dark Knight. Upon rewatching now, I certainly appreciate the quality of this film for its time. It also can’t be said enough how perfect of a casting that Christopher Reeve is for this role.

I’ll spare some more meta-textual analysis for some of the other films in this series, as well as how I came around to genuinely appreciate Superman as both a hero and a character. I’m really excited to begin this project and can’t wait to see this new production as it hopefully marks the beginning of a new, brave, and bold DC cinematic universe.",,2025-06-11
2025-06-14,How to Train Your Dragon,2025,https://boxd.it/9ZoIl7,2.5,,"I really enjoyed watching this film. I haven't seen the original movie since around the time it was released, so it was nice to jump back into this world. That being said, and not to be a wet blanket, but I can't rate this highly on principle. This movie presents a unique ethical dilemma that other live-action remakes have avoided thus far. While this movie is leagues better than its counterparts, this is nearly a shot-for-shot remake of the original. It's clear there is more love and care for this than other remakes. 

However, I can't help but wonder why this was even made in the first place. At least with other films like this, the filmmakers are forced to change certain aspects of the original to adapt it to live-action, especially in a leap from 2D animation. Watching this film feels as though all the work was already done for them, and all they had to do was slap on realistic textures onto the dragon models that have existed for over a decade. On that note, the original movies aren't even that old. The cynic in me feels like this is some weird tax loophole or royalties scheme to divest viewers away from the original material. Unfortunately, I just can't shake the feeling that this sets a dubious precedent for the rest of the industry.",,2025-06-12
2025-06-16,My Neighbor Totoro,1988,https://boxd.it/a1cnBH,5,Yes,"Studio Ghibli was founded forty years ago today, and also I’m seeing a theatrical play about this in about two weeks.",,2025-06-15
2025-06-21,28 Years Later,2025,https://boxd.it/a4bq8j,3,,"This was surprisingly a mixed bag for me. From a technical and directorial standpoint, this movie excels. I didn’t always agree with choices that were made in that regard, but I respect the effort to take risks and push the boundaries. This film finds itself in a weird place, and I think it suffers as result. This film is simultaneously the last film of an established trilogy but the first film of what seems to be a new trilogy with these characters. It also didn’t leave a great taste in my mouth that this film seems to be retconning 28 Weeks Later. I understand Danny Boyle didn’t have a hand in that movie, but it was still made with the intention of being a part of this world. The acting is phenomenal, as is the coming-of-age throughline. I will likely end up re-evaluating this movie when more comes out, but as it stands this film feels torn and disjointed.",,2025-06-19
2025-06-22,Hi-Five,2025,https://boxd.it/a4CcS7,5,,"The most energizing superhero film I’ve seen in a while. The opening credits sequence goes so incredibly hard, and the rest of the movie is not much different. The characterization had me involuntarily cheesing the entire movie, and there are some legendary needle drops. I’m going to be eagerly awaiting this to come to streaming for a rewatch.",,2025-06-20
2025-06-22,Brokeback Mountain,2005,https://boxd.it/a4CodF,4,,"I’ve always heard great things about this film, so there was no better time than to see it in theaters for its twentieth anniversary. I was surprised by how expansive this film is—spanning over two decades—because I expected it to primarily be set at the titular location. The acting is without question phenomenal, and it makes me want to explore more of Heath Ledger’s filmography.",,2025-06-20
2025-06-22,Hercules,1997,https://boxd.it/a4SxQD,5,Yes,This counts as a Superman movie (and is low key the best one). So excited to be seeing a stage adaptation of this next week.,,2025-06-21
2025-07-07,F1,2025,https://boxd.it/afbs77,4.5,,"I've been throwing around this term a lot colloquially lately, but Sonny Hayes might be the ultimate ragebaiter. The racing scenes are heart-pounding, and I really liked all of the characterization. My only critique is that some of the dramatic scenes felt like they were trying to force emotions a little too hard. I appreciate how they portrayed the mentorship dynamic between Sonny and JP as more combative than I was expecting, as well as the use of the real-world top racers like Lewis Hamilton and Max Verstappen.",,2025-07-05
2025-07-08,M3GAN 2.0,2025,https://boxd.it/afU6Zr,3,,Two goofy ahh robots 🤖 🤖,,2025-07-07
2025-07-09,Superman,2025,https://boxd.it/agFcDb,4.5,,"Rest assured, this film is a breath of fresh air. I have some issues with it, but this is probably the best Superman movie out there. I’ve immersed myself in Superman media for the past month, but I still don’t have a definitive picture of what Superman should be to me. I implied in my Superman (1978) review that I didn’t used to like Superman that much. His invulnerability and unwavering character didn’t interest me at the time, but I’ve come to realize those are his greatest strengths. His willingness to do the right thing against all odds serves as a shining beacon of hope amongst the cynicism of the modern age. David Corenswet’s Superman fully embraces this and I really appreciate his portrayal of the character.

My biggest disappointment for me in this film is that there just wasn’t a scene that swept me off my feet—either emotionally or in awe of the heroism. The movie is really well made, but there wasn’t the X-factor that pushes this to be the Superman film I’d been hoping. On top of this, Superman didn’t feel all that super. I empathize with the desire to nerf his power scale compared to previous iterations, especially so we can see him grow throughout these films. However, there needs to be a balance because Superman gets whooped in almost every fight.

The strongest aspect of this film is Nicholas Hoult as Lex Luthor. I’ve always appreciated him as an actor, but he really steals every scene he’s in as Lex. I also loved Mr. Terrific and hope to see more of him moving forward. The great thing about this film is that it has a stronger foundation for the DCU in its first shot than any film made in the DCEU. The sky is truly the limit for this new universe and it’s clear there’s a plan for it that shines through all of this film’s minor details. I can’t wait until the next time we get to see David Corenswet as Superman and see the growth of this kingdom and all that is to come.",,2025-07-08
2025-07-14,The Fantastic Four,1994,https://boxd.it/akqlYD,4,,"A lot better than I was expecting. This movie is unironically the best representation of <a href=""https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Fantastic_Four_Vol_1_554_Textless.jpg"" rel=""nofollow"">this image</a> with 90210 by Travis Scott playing in the background.",,2025-07-13
2025-07-19,Eddington,2025,https://boxd.it/ao2LqZ,3.5,,"Michael Cooke is one of the most interesting supporting characters I’ve seen in a while. This film started strong, but by the end of the movie it just feels like it’s rambling. I liked a lot of the social commentary, and this film definitely gave me a few laughs.",,2025-07-18
2025-07-23,Fantastic Four,2015,https://boxd.it/arrC8T,0.5,Yes,"Fuck this shit film.
Fuck this shit film.
Fuck this shit film.
Fuck this shit film.",,2025-07-23
2025-07-24,The Incredibles,2004,https://boxd.it/as9YAX,5,Yes,"I watched all the Fantastic Four films in preparation for tomorrow, but I had to make sure I also watched the greatest Fantastic Four movie of all time.",,2025-07-23
2025-07-28,The Fantastic Four: First Steps,2025,https://boxd.it/avnOHz,5,,"Everybody that knows me knows how much I love Marvel. However, people that know me on a deeper level also know how much I’ve been wanting a faithful adaptation of Marvel’s First Family. I’m ecstatic to report that not only is the best representation of the Fantastic Four on the big screen, but sets a rock-solid foundation for the future of the MCU.

The legacy of the Fantastic Four cannot be understated. After comics languished during almost the entirety of the 1950s, the Fantastic Four made their comic debut in 1961 and single-handedly kicked off Marvel’s Silver Age. This book paved the way for creations like Spider-Man, X-Men, and the Avengers to come to fruition at Marvel. It’s easy to forget that, before the MCU, the Fantastic Four were by far Marvel’s most popular team alongside the X-Men for decades. Unfortunately with the film rights being held in an iron grip for over thirty years by Twentieth Century Fox, the Fantastic Four had to sit back and watch as their popularity became eclipsed by Marvel’s B-squads in The Avengers and Guardians of the Galaxy. It got so bad that after the atrocious Fantastic Four film from 2015, the group faded to invisibility and were written out of the comics for almost half a decade.

Throughout the years, I’ve always held out hope that one day the Fantastic Four would be able to come home and interact with the other characters of the Marvel Universe as they have in the comics. At times this hope has been smoldering embers, and there have even been other times where I thought that Marvel would never get the film rights back. On an otherwise ordinary afternoon about six years ago, I read that Disney (and therefore Marvel) had acquired Twentieth Century Fox. In one swift stroke, Marvel had the film rights back for both the X-Men and the Fantastic Four. The once smoldering embers of hope burst into a flame of passion that the status of the Fantastic Four will be restored. And then… nothing. After understandable setbacks from both Covid and Hollywood strikes—and perhaps an overextended hand into the Kang Dynasty—these properties are just now breaking ground.

Set in a different universe than our main MCU, Fantastic Four: First Steps takes us to a world where the Fantastic Four are Earth’s only protectors. This movie is a 1960s period piece bolstered by technology that surpasses aspects of our reality, featuring flying cars and teleportation thanks to the leader of the Fantastic Four, Reed Richards. I am a sucker for retrofuturism, so that absolutely added to the appeal of the film for me. It’s no stretch to say that the Fantastic Four’s debut in the public eye marks the turning point that separates this universe from the standard continuity. 

Fantastic Four: First Steps is a triumph of moments in both the big and the small. From the power and intimacy of the internal family dynamics to the cosmic and universal implications of this world, this film truly feels like a comic book come to life. Obviously all of these MCU movies are based on comics, but as a life-long reader this movie at its core is infused with the love and passion for these characters. I knew I would be in for a treat when the opening montage featured the team fighting Giganto, just as they had on their very first comic book cover. Each member of the family has their own moment of glory that highlights their importance for the rest of the team. Ben is shown to be a hometown hero that still is a pillar of his community. Johnny takes the initiative to decipher an alien language. Sue delivers a speech that quells the ire of the entire world. Reed doesn’t rest until he can confidently say that the world is safe from the threat of Galactus. Kind-hearted. Hot-headed. Empath. Devoted. These are all qualities that we’ve seen before in the other Fantastic Four films, but are repurposed and reimagined which I believe to be truer to their comic-book counterparts. 

In terms of the big moments within this film, there is never a dull moment. The pacing is held strongly together by the aforementioned character moments, and each of the larger set pieces are tense and have amazing action. The Herald first arriving on Earth, the confrontation of Galactus and subsequent lightspeed chase, and the team’s final gambit. All of these moments are appropriately given proper weight and accompanied by the memorable score by Michael Giacchino. However, there is one major sequence that perfectly embodies the tone of this film and why it speaks to me so strongly.

Coincidentally, July 2025 features not one but two superhero films of characters that have a long history of less-than-stellar film adaptations and that also serve as a metaphorical crossroads for the future of their respective studios. Just a few weeks ago, Superman soared back onto the big screen and was an amazing first step for the new DCU. I don’t bring up this comparison to tear down the other but to highlight each of the strengths of both films. After a long period of dark and gritty adaptations, Superman is once again the ultimate symbol of hope who is so pure and good-natured that his example sets the precedent for everyone else in the rest of that universe. In Fantastic Four: First Steps, the Fantastic Four quite literally unite the entire world towards the common cause of stopping Galactus. Every single person on the planet puts aside their differences and places their faith and trust within this team to bring them salvation. The weight of the world is placed on the shoulders of the Fantastic Four and they are able to prove to the world that their trust is not misplaced. Superman is the symbol of hope, and the Fantastic Four takes that tangible hope to save the world.

I can easily talk about all of the characters in this film, but I want to briefly highlight the portrayal and characterization of Reed Richards. I will never get tired of seeing Pedro Pascal in movies, but I will admit I was initially hesitant that he could live up to the role of Reed. My fears were allayed by his characterization. Reed is one of the smartest people in the Marvel Universe, to which other adaptations have surely capitalized on this aspect and only this aspect. However, Reed isn’t just a genius because he’s smart, he’s a genius because he’s a worrier. Like Galactus and his unending hunger, Reed has an unending need to eliminate as many rogue variables from both the world and his personal life as possible. It feels like there are a dozen plans that get enacted within this film, but you can tell by Pedro Pascal’s performance that there are countless dozens of more plans cooking within Reed’s mind at any given time. Reed’s mind will never truly be at rest and that is a character-defining trait that is perfectly portrayed in this film.

My only minor disappointment of this film is not getting a proper glimpse of Doctor Doom. There has been much contention of the casting of this role within the MCU, but I am not occupied with that discussion until we can actually see what he looks and sounds like. Doctor Doom is my favorite villain in the entirety of the Marvel Universe. He has definitively never had a good adaptation on screen, which is a shame because Doom done right could easily be one of the greatest villains in the history of cinema. Unfortunately, I will just have to wait a little bit longer to see this adaptation.

Clearly, I am very passionate about these characters and their addition to the MCU. Going in, I was very nervous about whether or not this would do the Fantastic Four justice, but now I genuinely believe this is one of the best Marvel movies in years. No matter what happens and how the dust settles after Secret Wars, this team finally returns to their once longstanding status as a core pillar of the Marvel Universe. Just like the Fantastic Four were able to do so within the confines of this movie, this film has given me a renewed faith in the future of Marvel and beyonder.",,2025-07-24
2025-07-29,Summer Wars,2009,https://boxd.it/awpWEL,4,,Ethan Hunt would’ve beat Love Machine in an afternoon.,,2025-07-28
2025-07-31,"Oh, Hi!",2025,https://boxd.it/ay5bC7,3.5,,"Funny and entertaining, but also made me feel intensely disgusted.",,2025-07-30
2025-08-01,Together,2025,https://boxd.it/aySZed,4.5,,"Dave Franco definitely had the <a href=""https://youtu.be/EtFGOfKhBQI"" rel=""nofollow"">Mind Goblin</a>.",,2025-07-31
2025-08-02,The Naked Gun,2025,https://boxd.it/azm05f,4,,"A lot of reverence for the original movies. It’s just a pleasure to see a spoof movie in theaters, and you can tell there’s a lot of passion for this style of comedy.",,2025-08-01
2025-08-02,"Sorry, Baby",2025,https://boxd.it/azxBMn,4.5,,Unexpectedly quite beautiful even though the subject matter is abhorrent. The cinematography and small college town vibes were pleasant.,,2025-08-01
2025-08-08,Weapons,2025,https://boxd.it/aEnkT7,4,,"I felt the themes in this film became increasingly diluted with each POV shift. I really liked the cast of characters and the ending, while slightly drawn out, was very satisfying.",,2025-08-07
2025-08-13,Bodies Bodies Bodies,2022,https://boxd.it/aIjQwd,3.5,Yes,Three years since this COVID-era banger came out.,,2025-08-12
2025-08-15,Shin Godzilla,2016,https://boxd.it/aJHblb,4.5,Yes,"This was the second Godzilla movie I had ever seen at the time this originally released. Went in with middling expectations because I had only seen the 2014 Godzilla and thought it was just alright. Seeing the Tokyo Burning scene for the first time had me truly levitating out of my seat. There’s so much to love about this movie and it definitely turned my opinion around seeing a Godzilla movie done right. As it nears ten years old, it was special getting to see it on the big screen once again.",,2025-08-14
2025-08-17,Highest 2 Lowest,2025,https://boxd.it/aL8eoF,1.5,,"I’m never taking a chance on a Spike Lee reimagining ever again. This film is almost as egregious as his Oldboy remake, and unfortunately not even Denzel can save this. The editing had me annoyed from the jump, but as it turns out that’s not the worst aspect of this film. For a film about a music record label, the score is extremely boring and uninspired (with the exception of the train scene); the score never matches the tone of the scene it’s trying to convey. It also completely drops the ball on the entire crime thriller aspect. There’s simply no investigative work done at all, which was such a draw of the original. Every scene is such a weak translation of the original but with literally all of the context and meaning removed. There’s no tension and there’s no consequences. I’ll still give Spike Lee’s original films a shot, but just go watch the original.",,2025-08-16
2025-08-19,Eden,2024,https://boxd.it/aMNQyz,4.5,,"Very surprised at the mixed reviews for this, I went in with no expectations and really enjoyed it. The evolution of the group dynamics at play kept me engaged the entire movie. I was surprised at the end that it was based on true events. I was also surprised with how stacked the cast was, and wish we could’ve got more of Vanessa Kirby’s character. This birthday Screen Unseen could have ended up being worse, but I’m happy with the movie that was chosen.",,2025-08-18
2025-08-27,Relay,2024,https://boxd.it/aS2N9L,4,,"Really loved the use of retro tech throughout this film as well as the genre being a blend of spy and noir. The last twenty or so minutes are truly insane and I’m still unsure if it makes or breaks the movie. This film is an enjoyable watch nonetheless, especially when you have the luxury of having the the theater to yourself. Go ahead.",,2025-08-25
2025-08-28,Splitsville,2025,https://boxd.it/aT0vYr,4,,Very unorthodox rom-com but I enjoyed it and it has some good jokes. Kyle Marvin’s performance stood out to me.,,2025-08-27
2025-08-29,Arrival,2016,https://boxd.it/aTIkOX,5,Yes,Life changing cinema. I would do anything to be able to watch this film again for the first time. I really appreciated the opportunity to see this on the big screen for the first time since it was originally in theaters almost ten years ago. Amy Adams was robbed of Best Actress.,,2025-08-28
2025-09-01,Caught Stealing,2025,https://boxd.it/aVWPhV,4,,"Really great character acting from everyone involved. I don’t fully agree with some of the narrative decisions halfway through, but I can’t help but feel like that may just be the baggage of the genre that was chosen. Solid flick with an amazing cat supporting actor.",,2025-08-31
2025-09-06,The Amazing Spider-Man 2,2014,https://boxd.it/aYUUjZ,5,Yes,This is so peak. Glad to have seen it in theaters for the first time since its original release.,,2025-09-04
2025-09-07,Linda Linda Linda,2005,https://boxd.it/aZwEn3,5,,This is literally a live-action version of K-On. That’s all I really need to say.,,2025-09-06
2025-09-10,The Legend of Hei 2,2025,https://boxd.it/b1mjMf,4,,"Was a little surprised at the shift in tone between the first one and this. The first one was a cute adventure romp for the most part whereas this film is in essence a political thriller. The action set pieces were a lot better in this one. I feel like I might have enjoyed these movies a little bit more if I was better equipped with Chinese mythology beyond just Ne Zha, because some of the lore was confusing at times.",,2025-09-07
2025-09-13,The Long Walk,2025,https://boxd.it/b34Ekt,4.5,,"Not surprised this is directed by Francis Lawrence—this is basically an R-rated Hunger Games. What shocked me was the compassion and camaraderie amongst the participants. David Jonsson has been rising on my radar of favorite actors, but this movie cemented it.",,2025-09-12
2025-09-14,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,https://boxd.it/b46kKf,5,Yes,Literal tears in my eyes. I genuinely hope to be even half the man Rengoku is one day.,,2025-09-13
2025-09-16,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,https://boxd.it/b5m8H5,4.5,,"Backstory of infinite pain and sadness. I’ve been waiting for this matchup for over four years. In some ways, the reunion of Tanjiro and Akaza has been guiding me through this show. Every character has grown so much both physically and emotionally since the Mugen Train arc—it’s hard to imagine that Tanjiro had only just unlocked the Hinokami Kagura back then. This movie excels in its lack of restraint, not just because of its finality but also because everyone’s breathing styles and powers are pushed to their absolute limit. Tanjiro’s fight with Akaza did not disappoint, and everything else was just icing on the cake. I also really appreciated the sheer scale and strategy at play by both sides in the Infinity Castle. The next film can’t come soon enough.",,2025-09-14
2025-09-20,HIM,2025,https://boxd.it/b7eb4H,3.5,,I feel like it’s been a while since we’ve had a truly great American football movie. Looks like we’ll have to keep waiting. I see the vision though.,,2025-09-18
2025-09-22,Columbus,2017,https://boxd.it/b8CC4V,5,Yes,Needed to give this a watch on one of the last days of summer before it officially ends.,,2025-09-20
